target,project_id,snapshot_id,snapshot_date,current_stage,raw_xgboost_probability,calibrated_probability,direction,driver_rank,feature,display_feature,feature_value,shap_value
delay_next_30d,SYN-00553,SYN-00553_S01,2025-09-08,3a,0.0040403353,0.004840614257371971,risk_increasing,4,approval_dept_District Administration,approval dept District Administration,0.0,0.040848568081855774
delay_next_30d,SYN-00553,SYN-00553_S01,2025-09-08,3a,0.0040403353,0.004840614257371971,risk_increasing,5,terrain_type_Rolling,terrain type Rolling,0.0,0.02622213214635849
delay_next_30d,SYN-00553,SYN-00553_S01,2025-09-08,3a,0.0040403353,0.004840614257371971,risk_reducing,1,days_in_current_stage,days in current stage,0.0,-2.654473066329956
delay_next_30d,SYN-00553,SYN-00553_S01,2025-09-08,3a,0.0040403353,0.004840614257371971,risk_reducing,2,days_since_project_start,days since project start,0.0,-1.665156602859497
delay_next_30d,SYN-00553,SYN-00553_S01,2025-09-08,3a,0.0040403353,0.004840614257371971,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.9716198111825164,-0.267516165971756
delay_next_30d,SYN-00553,SYN-00553_S01,2025-09-08,3a,0.0040403353,0.004840614257371971,risk_reducing,4,proximity_km_to_urban,proximity km to urban,28.03,-0.21656708419322968
delay_next_30d,SYN-00553,SYN-00553_S01,2025-09-08,3a,0.0040403353,0.004840614257371971,risk_reducing,5,compensation_awarded_cr,compensation awarded cr,5.5508,-0.1987714022397995
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_increasing,1,pending_approvals_count,pending approvals count,5.0,0.16278457641601562
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_increasing,2,approval_dept_Forest,approval dept Forest,1.0,0.1567477285861969
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_increasing,3,vulnerable_family_share,vulnerable family share,0.2321428571428571,0.07519268989562988
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_increasing,4,current_stage_3D,Current stage: 3D,0.0,0.05858708545565605
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_increasing,5,approval_dept_District Administration,approval dept District Administration,0.0,0.04120948538184166
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_reducing,1,days_in_current_stage,days in current stage,30.0,-2.609914541244507
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_reducing,2,days_since_project_start,days since project start,30.0,-1.6990245580673218
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.9716198111825164,-0.23833313584327698
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_reducing,4,compensation_awarded_cr,compensation awarded cr,6.6962,-0.20358656346797943
delay_next_30d,SYN-00553,SYN-00553_S02,2025-10-08,3a,0.005591621,0.005699544312974775,risk_reducing,5,case_age_months,case age months,0.986,-0.17586679756641388
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_increasing,1,days_in_current_stage,days in current stage,60.0,0.28477954864501953
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_increasing,2,current_stage_3D,Current stage: 3D,0.0,0.1480671763420105
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_increasing,3,vulnerable_family_share,vulnerable family share,0.2321428571428571,0.12361222505569458
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_increasing,4,compensation_pending_cr,compensation pending cr,2.6068,0.07471344619989395
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_increasing,5,pending_approvals_count,pending approvals count,6.0,0.046101782470941544
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_reducing,1,days_since_project_start,days since project start,60.0,-1.3494384288787842
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_reducing,2,approval_dept_District Administration,approval dept District Administration,1.0,-0.3000160753726959
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.9716198111825164,-0.22957773506641388
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_reducing,4,proximity_km_to_urban,proximity km to urban,28.03,-0.187218576669693
delay_next_30d,SYN-00553,SYN-00553_S03,2025-11-07,3a,0.10854903,0.026210990270116582,risk_reducing,5,case_age_months,case age months,1.971,-0.17392730712890625
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_increasing,1,days_in_current_stage,days in current stage,90.0,0.24217937886714935
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_increasing,2,days_since_project_start,days since project start,90.0,0.2361888885498047
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_increasing,3,pending_approvals_count,pending approvals count,7.0,0.22439108788967133
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_increasing,4,current_stage_3D,Current stage: 3D,0.0,0.1526080220937729
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_increasing,5,file_pending_days,file pending days,62.0,0.06943144649267197
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_reducing,1,land_acquisition_ratio,land acquisition ratio,0.9716198111825164,-0.3791506290435791
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_reducing,2,compensation_awarded_cr,compensation awarded cr,5.1642,-0.31089216470718384
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_reducing,3,case_age_months,case age months,2.957,-0.29669880867004395
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_reducing,4,compensation_pending_cr,compensation pending cr,5.1642,-0.25246185064315796
delay_next_30d,SYN-00553,SYN-00553_S04,2025-12-07,3a,0.37368643,0.05647918987345471,risk_reducing,5,grievances_30d,grievances 30d,0.0,-0.17094458639621735
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_increasing,1,days_since_project_start,days since project start,120.0,0.2572169303894043
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_increasing,2,compensation_awarded_cr,compensation awarded cr,3.4805,0.24969498813152313
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_increasing,3,pending_approvals_count,pending approvals count,9.0,0.17435304820537567
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_increasing,4,current_stage_3D,Current stage: 3D,0.0,0.1559181660413742
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_increasing,5,file_pending_days,file pending days,68.0,0.12499538064002991
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_reducing,1,docs_complete_pct,docs complete pct,87.14,-0.415510892868042
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_reducing,2,land_acquisition_ratio,land acquisition ratio,0.9716198111825164,-0.302672415971756
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_reducing,3,case_age_months,case age months,3.942,-0.2504849135875702
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_reducing,4,grievances_30d,grievances 30d,0.0,-0.235904261469841
delay_next_30d,SYN-00553,SYN-00553_S05,2026-01-06,3A,0.42934725,0.0630261220275031,risk_reducing,5,total_parcels,total parcels,363.0,-0.08440114557743073
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_increasing,1,days_in_current_stage,days in current stage,72.0,0.3236668109893799
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_increasing,2,days_since_project_start,days since project start,150.0,0.25496336817741394
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_increasing,3,compensation_awarded_cr,compensation awarded cr,3.3063,0.2200237363576889
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_increasing,4,pending_approvals_count,pending approvals count,9.0,0.19355082511901855
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_increasing,5,current_stage_3D,Current stage: 3D,0.0,0.18250663578510284
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_reducing,1,docs_complete_pct,docs complete pct,88.74,-0.4430370628833771
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_reducing,2,land_acquisition_ratio,land acquisition ratio,0.9716198111825164,-0.3332664668560028
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_reducing,3,grievances_30d,grievances 30d,0.0,-0.22925186157226562
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_reducing,4,case_age_months,case age months,4.928,-0.22827546298503876
delay_next_30d,SYN-00553,SYN-00553_S06,2026-02-05,3A,0.5879653,0.08492864469671402,risk_reducing,5,affected_family_per_parcel,affected family per parcel,0.3085399449035813,-0.09834085404872894
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_increasing,1,compensation_awarded_cr,compensation awarded cr,0.958,0.4419007897377014
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_increasing,2,disbursal_pct,disbursal pct,8.177,0.29188379645347595
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_increasing,3,file_pending_days,file pending days,87.0,0.20700961351394653
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_increasing,4,pending_approvals_count,pending approvals count,10.0,0.20133088529109955
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_increasing,5,current_stage_3D,Current stage: 3D,0.0,0.19832193851470947
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_reducing,1,docs_complete_pct,docs complete pct,89.614,-0.4704260230064392
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_reducing,2,grievances_30d,grievances 30d,0.0,-0.1954069435596466
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.9716198111825164,-0.1919800341129303
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_reducing,4,compensation_pending_cr,compensation pending cr,0.8796999999999999,-0.1909102499485016
delay_next_30d,SYN-00553,SYN-00553_S07,2026-03-07,3A,0.5037438,0.07252851569025576,risk_reducing,5,case_age_months,case age months,5.913,-0.15524789690971375
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_increasing,1,days_in_current_stage,days in current stage,74.0,0.2814868986606598
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_increasing,2,file_pending_days,file pending days,104.0,0.1656993329524994
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_increasing,3,rnr_progress_pct,rnr progress pct,8.871,0.0570233017206192
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_increasing,4,pending_approvals_count,pending approvals count,10.0,0.05035392940044403
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_increasing,5,vulnerable_families,vulnerable families,26.0,0.050058815628290176
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_reducing,1,current_stage_3D,Current stage: 3D,1.0,-1.3753187656402588
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_reducing,2,compensation_awarded_cr,compensation awarded cr,5.5726,-0.4681817293167114
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.9716198111825164,-0.4573482573032379
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_reducing,4,compensation_pending_cr,compensation pending cr,4.7209,-0.4048656225204468
delay_next_30d,SYN-00553,SYN-00553_S08,2026-04-06,3D,0.034011297,0.01421610531100166,risk_reducing,5,docs_complete_pct,docs complete pct,91.032,-0.2865292429924011
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_increasing,1,file_pending_days,file pending days,105.0,0.14867740869522095
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_increasing,2,days_in_current_stage,days in current stage,104.0,0.06373830139636993
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_increasing,3,vulnerable_families,vulnerable families,26.0,0.05718083307147026
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_increasing,4,pending_approvals_count,pending approvals count,10.0,0.04908972233533859
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_increasing,5,land_required_ha,land required ha,19.1084,0.029284892603754997
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_reducing,1,current_stage_3D,Current stage: 3D,1.0,-1.366063117980957
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_reducing,2,disbursal_pct,disbursal pct,19.755,-0.4961988031864166
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_reducing,3,compensation_awarded_cr,compensation awarded cr,5.0144,-0.4837895929813385
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_reducing,4,land_acquisition_ratio,land acquisition ratio,0.9716198111825164,-0.4688892364501953
delay_next_30d,SYN-00553,SYN-00553_S09,2026-05-06,3D,0.0142172715,0.009121662440721332,risk_reducing,5,compensation_pending_cr,compensation pending cr,4.0238000000000005,-0.4521162211894989
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_increasing,1,docs_complete_pct,docs complete pct,71.695,0.23771853744983673
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_increasing,2,compensation_awarded_cr,compensation awarded cr,2.974,0.1104128435254097
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_increasing,3,total_parcels,total parcels,182.0,0.10695186257362366
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_increasing,4,compensation_pending_cr,compensation pending cr,2.974,0.0930364653468132
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_increasing,5,pending_approvals_count,pending approvals count,4.0,0.09220295399427414
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_reducing,1,days_in_current_stage,days in current stage,0.0,-2.7016842365264893
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_reducing,2,days_since_project_start,days since project start,0.0,-1.5690627098083496
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_reducing,3,approval_dept_District Administration,approval dept District Administration,1.0,-0.359976589679718
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_reducing,4,proximity_km_to_urban,proximity km to urban,25.659,-0.22852647304534912
delay_next_30d,SYN-00557,SYN-00557_S01,2025-05-21,3a,0.005127021,0.005456290731666748,risk_reducing,5,land_acquisition_ratio,land acquisition ratio,0.966866198326532,-0.18482059240341187
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_increasing,1,docs_complete_pct,docs complete pct,72.897,0.2310275286436081
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_increasing,2,pending_approvals_count,pending approvals count,4.0,0.1331976056098938
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_increasing,3,approval_dept_Forest,approval dept Forest,1.0,0.12462428212165833
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_increasing,4,compensation_awarded_cr,compensation awarded cr,3.0255,0.11177648603916168
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_increasing,5,total_parcels,total parcels,182.0,0.11010992527008057
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_reducing,1,days_in_current_stage,days in current stage,30.0,-2.6984622478485107
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_reducing,2,days_since_project_start,days since project start,30.0,-1.5715241432189941
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_reducing,3,affected_family_per_parcel,affected family per parcel,0.7967032967032966,-0.2600076496601105
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_reducing,4,proximity_km_to_urban,proximity km to urban,25.659,-0.20639200508594513
delay_next_30d,SYN-00557,SYN-00557_S02,2025-06-20,3a,0.009514794,0.007448130312147253,risk_reducing,5,land_acquisition_ratio,land acquisition ratio,0.966866198326532,-0.17142879962921143
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_increasing,1,docs_complete_pct,docs complete pct,71.695,0.35197076201438904
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_increasing,2,days_in_current_stage,days in current stage,60.0,0.3094887137413025
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_increasing,3,pending_approvals_count,pending approvals count,5.0,0.1906379759311676
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_increasing,4,current_stage_3D,Current stage: 3D,0.0,0.1591501384973526
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_increasing,5,approval_dept_Forest,approval dept Forest,1.0,0.12462428212165833
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_reducing,1,days_since_project_start,days since project start,60.0,-1.119468331336975
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_reducing,2,affected_family_per_parcel,affected family per parcel,0.7967032967032966,-0.3147384226322174
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_reducing,3,proximity_km_to_urban,proximity km to urban,25.659,-0.2136395126581192
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_reducing,4,grievance_redressal_days,grievance redressal days,14.861,-0.20158372819423676
delay_next_30d,SYN-00557,SYN-00557_S03,2025-07-20,3a,0.26039705,0.043896583508115886,risk_reducing,5,land_acquisition_ratio,land acquisition ratio,0.966866198326532,-0.1597161740064621
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_increasing,1,docs_complete_pct,docs complete pct,74.676,0.4374419152736664
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_increasing,2,days_since_project_start,days since project start,90.0,0.2604382038116455
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_increasing,3,days_in_current_stage,days in current stage,90.0,0.22666868567466736
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_increasing,4,current_stage_3D,Current stage: 3D,0.0,0.21898074448108673
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_increasing,5,compensation_awarded_cr,compensation awarded cr,0.6011,0.2005109041929245
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_reducing,1,compensation_pending_cr,compensation pending cr,0.6011,-0.3509843051433563
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_reducing,2,case_age_months,case age months,2.957,-0.24684303998947144
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.966866198326532,-0.24081169068813324
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_reducing,4,proximity_km_to_urban,proximity km to urban,25.659,-0.20422355830669403
delay_next_30d,SYN-00557,SYN-00557_S04,2025-08-19,3a,0.5744353,0.08278092526907077,risk_reducing,5,affected_family_per_parcel,affected family per parcel,0.7967032967032966,-0.20380853116512299
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_increasing,1,docs_complete_pct,docs complete pct,73.761,0.41772928833961487
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_increasing,2,days_since_project_start,days since project start,120.0,0.3129502534866333
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_increasing,3,current_stage_3D,Current stage: 3D,0.0,0.23632539808750153
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_increasing,4,pending_approvals_count,pending approvals count,4.0,0.1420394480228424
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_increasing,5,days_in_current_stage,days in current stage,120.0,0.13841280341148376
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_reducing,1,land_acquisition_ratio,land acquisition ratio,0.966866198326532,-0.34311914443969727
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_reducing,2,affected_family_per_parcel,affected family per parcel,0.7967032967032966,-0.2597278654575348
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_reducing,3,case_age_months,case age months,3.942,-0.24124903976917267
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_reducing,4,grievance_redressal_days,grievance redressal days,14.861,-0.17591506242752075
delay_next_30d,SYN-00557,SYN-00557_S05,2025-09-18,3a,0.61294436,0.08908875004210201,risk_reducing,5,grievances_30d,grievances 30d,2.0,-0.1187255010008812
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_increasing,1,docs_complete_pct,docs complete pct,73.176,0.4094522297382355
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_increasing,2,days_in_current_stage,days in current stage,53.0,0.376113623380661
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_increasing,3,days_since_project_start,days since project start,150.0,0.3081783354282379
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_increasing,4,compensation_awarded_cr,compensation awarded cr,0.5101,0.2606896162033081
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_increasing,5,file_pending_days,file pending days,64.0,0.23427055776119232
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_reducing,1,compensation_pending_cr,compensation pending cr,0.499,-0.3274294435977936
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_reducing,2,proximity_km_to_urban,proximity km to urban,25.659,-0.2165192812681198
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_reducing,3,land_acquisition_ratio,land acquisition ratio,0.966866198326532,-0.21419543027877808
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_reducing,4,case_age_months,case age months,4.928,-0.18110385537147522
delay_next_30d,SYN-00557,SYN-00557_S06,2025-10-18,3A,0.70270604,0.10684493646200793,risk_reducing,5,affected_family_per_parcel,affected family per parcel,0.7967032967032966,-0.15374808013439178
delay_next_30d,SYN-00557,SYN-00557_S07,2025-11-17,3A,0.6743467,0.10065907224383526,risk_increasing,1,docs_complete_pct,docs complete pct,72.184,0.40341466665267944
delay_next_30d,SYN-00557,SYN-00557_S07,2025-11-17,3A,0.6743467,0.10065907224383526,risk_increasing,2,days_in_current_stage,days in current stage,83.0,0.302124559879303
delay_next_30d,SYN-00557,SYN-00557_S07,2025-11-17,3A,0.6743467,0.10065907224383526,risk_increasing,3,file_pending_days,file pending days,71.0,0.23734630644321442
delay_next_30d,SYN-00557,SYN-00557_S07,2025-11-17,3A,0.6743467,0.10065907224383526,risk_increasing,4,current_stage_3D,Current stage: 3D,0.0,0.18403567373752594
delay_next_30d,SYN-00557,SYN-00557_S07,2025-11-17,3A,0.6743467,0.10065907224383526,risk_increasing,5,compensation_pending_cr,compensation pending cr,2.7960000000000003,0.1675126850605011
delay_next_30d,SYN-00557,SYN-00557_S07,2025-11-17,3A,0.6743467,0.10065907224383526,risk_reducing,1,land_acquisition_ratio,land acquisition ratio,0.966866198326532,-0.2771759629249573
delay_next_30d,SYN-00557,SYN-00557_S07,2025-11-17,3A,0.6743467,0.10065907224383526,risk_reducing,2,affected_family_per_parcel,affected family per parcel,0.7967032967032966,-0.23212139308452606
delay_next_30d,SYN-00557,SYN-00557_S07,2025-11-17,3A,0.6743467,0.10065907224383526,risk_reducing,3,case_age_months,case age months,5.913,-0.18887627124786377
