days_in_current_stage,days_since_project_start,land_required_ha,land_to_acquire_ha,total_parcels,affected_families,vulnerable_families,pending_approvals_count,file_pending_days,docs_complete_pct,court_cases_count,case_age_months,title_disputes_parcels,grievances_30d,compensation_awarded_cr,compensation_disbursed_cr,disbursal_pct,rnr_progress_pct,rnr_consent_pct,grievance_redressal_days,forest_involved,proximity_km_to_urban,land_acquisition_ratio,affected_family_per_parcel,vulnerable_family_share,compensation_pending_cr,rnr_remaining_pct,docs_remaining_pct,current_stage,approval_dept,terrain_type,urban_rural,delay_next_30d,delay_next_60d,delay_next_90d
30,30,67.3955,55.4858,888,438,123,1,14,81.827,1,0.986,0,8,13.5037,0.6425,4.758,0.0,83.329,40.685,0,33.259,0.8232864212002284,0.49324324324324326,0.2808219178082192,12.8612,100.0,18.173000000000002,3a,Multiple Departments,Hilly,Semi-Urban,0,1,1
60,60,67.3955,55.4858,888,438,123,2,21,82.756,1,1.971,0,9,15.2315,0.5815,3.818,0.0,83.329,40.685,0,33.259,0.8232864212002284,0.49324324324324326,0.2808219178082192,14.65,100.0,17.244,3a,Revenue,Hilly,Semi-Urban,1,1,1
32,90,67.3955,55.4858,888,438,123,2,19,83.063,1,2.957,0,10,17.5757,1.242,7.066,2.76,83.329,40.685,0,33.259,0.8232864212002284,0.49324324324324326,0.2808219178082192,16.3337,97.24,16.936999999999998,3A,District Administration,Hilly,Semi-Urban,0,0,0
62,120,67.3955,55.4858,888,438,123,1,20,82.133,1,3.942,0,11,20.822,2.6605,12.777,6.172,83.329,40.685,0,33.259,0.8232864212002284,0.49324324324324326,0.2808219178082192,18.1615,93.828,17.867000000000004,3A,Revenue,Hilly,Semi-Urban,0,0,0
92,150,67.3955,55.4858,888,438,123,1,29,84.327,1,4.928,0,13,10.545,1.4765,14.002,10.042,83.329,40.685,0,33.259,0.8232864212002284,0.49324324324324326,0.2808219178082192,9.0685,89.958,15.673000000000002,3A,Environment,Hilly,Semi-Urban,0,0,0
63,180,67.3955,55.4858,888,438,123,2,32,82.956,1,5.913,0,13,23.0916,4.7221,20.449,14.132,83.329,40.685,0,33.259,0.8232864212002284,0.49324324324324326,0.2808219178082192,18.3695,85.868,17.043999999999997,3D,Environment,Hilly,Semi-Urban,0,0,0
93,210,67.3955,55.4858,888,438,123,1,33,83.183,1,6.899,0,13,11.9947,3.2229,26.87,18.09,83.329,40.685,0,33.259,0.8232864212002284,0.49324324324324326,0.2808219178082192,8.771799999999999,81.91,16.816999999999993,3D,District Administration,Hilly,Semi-Urban,0,0,0
0,0,5.4654,4.9356,57,22,2,1,2,88.849,1,0.0,1,2,0.4609,0.0,0.0,0.0,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,0.4609,100.0,11.150999999999996,3a,Multiple Departments,Riverine,Rural,0,0,0
30,30,5.4654,4.9356,57,22,2,2,8,88.13,1,0.986,1,2,1.927,0.0,0.0,0.0,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,1.927,100.0,11.870000000000005,3a,Environment,Riverine,Rural,0,0,0
60,60,5.4654,4.9356,57,22,2,3,17,86.942,1,1.971,1,3,1.1614,0.0,0.0,0.0,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,1.1614,100.0,13.058000000000007,3a,District Administration,Riverine,Rural,0,0,0
90,90,5.4654,4.9356,57,22,2,3,13,89.515,1,2.957,1,4,1.203,0.0,0.0,0.0,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,1.203,100.0,10.485,3a,District Administration,Riverine,Rural,0,0,0
42,120,5.4654,4.9356,57,22,2,2,15,88.276,1,3.942,1,3,1.8207,0.0717,3.939,3.059,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,1.7489999999999999,96.941,11.724000000000004,3A,PWD,Riverine,Rural,0,0,0
72,150,5.4654,4.9356,57,22,2,3,18,89.21,1,4.928,1,4,0.5926,0.0513,8.651,4.371,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,0.5413,95.629,10.790000000000006,3A,Forest,Riverine,Rural,0,0,0
102,180,5.4654,4.9356,57,22,2,3,18,88.256,1,5.913,1,4,2.1661,0.2791,12.886,6.551,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,1.887,93.449,11.744,3A,Forest,Riverine,Rural,0,0,0
74,210,5.4654,4.9356,57,22,2,2,17,89.246,1,6.899,1,3,2.161,0.4703,21.762,12.106,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,1.6907,87.894,10.754000000000005,3D,Multiple Departments,Riverine,Rural,0,0,0
104,240,5.4654,4.9356,57,22,2,2,16,89.629,1,7.884,1,3,2.1659,0.6258,28.896,13.566,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,1.5401000000000002,86.434,10.370999999999995,3D,Environment,Riverine,Rural,0,0,0
134,270,5.4654,4.9356,57,22,2,3,17,91.307,1,8.87,1,2,0.6427,0.21,32.668,16.403,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,0.4327000000000001,83.59700000000001,8.692999999999998,3D,Revenue,Riverine,Rural,0,0,0
164,300,5.4654,4.9356,57,22,2,2,15,89.931,1,9.855,1,1,1.9158,0.809,42.23,17.023,90.951,21.233,0,48.43,0.9030629048194094,0.38596491228070173,0.09090909090909091,1.1067999999999998,82.977,10.069000000000003,3D,PWD,Riverine,Rural,0,0,0
0,0,8.337,7.0347,153,45,11,5,64,74.969,1,0.0,0,4,0.639,0.0,0.0,9.805,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,0.639,90.195,25.031000000000006,3a,Multiple Departments,Coastal,Semi-Urban,0,0,0
30,30,8.337,7.0347,153,45,11,4,60,80.755,1,0.986,0,3,0.7396,0.0,0.0,13.409,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,0.7396,86.591,19.245000000000005,3a,Forest,Coastal,Semi-Urban,0,0,0
60,60,8.337,7.0347,153,45,11,4,69,81.334,1,1.971,0,3,1.5129,0.0,0.0,16.689,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.5129,83.311,18.665999999999997,3a,Environment,Coastal,Semi-Urban,0,0,0
90,90,8.337,7.0347,153,45,11,5,74,85.909,1,2.957,0,4,0.713,0.0,0.0,20.854,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,0.713,79.146,14.090999999999994,3a,Revenue,Coastal,Semi-Urban,0,0,0
120,120,8.337,7.0347,153,45,11,4,78,87.816,1,3.942,0,3,1.8534,0.0,0.0,25.497,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.8534,74.503,12.183999999999997,3a,Multiple Departments,Coastal,Semi-Urban,0,0,0
53,150,8.337,7.0347,153,45,11,2,72,89.833,1,4.928,0,2,1.5714,0.0051,0.322,32.835,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.5662999999999998,67.16499999999999,10.167000000000002,3A,PWD,Coastal,Semi-Urban,0,0,0
83,180,8.337,7.0347,153,45,11,3,69,94.059,1,5.913,0,2,1.8969,0.0361,1.904,42.898,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.8608,57.102,5.9410000000000025,3A,District Administration,Coastal,Semi-Urban,0,0,0
113,210,8.337,7.0347,153,45,11,2,60,97.593,1,6.899,0,1,2.3219,0.1437,6.188,46.348,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,2.1782,53.652,2.4069999999999965,3A,District Administration,Coastal,Semi-Urban,0,0,0
143,240,8.337,7.0347,153,45,11,1,60,99.397,1,7.884,0,2,1.4717,0.1281,8.702,55.442,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.3436,44.558,0.6029999999999944,3A,PWD,Coastal,Semi-Urban,0,0,0
173,270,8.337,7.0347,153,45,11,1,62,100.0,1,8.87,0,0,2.1835,0.2383,10.912,59.142,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.9452,40.858,0.0,3A,District Administration,Coastal,Semi-Urban,0,0,0
105,300,8.337,7.0347,153,45,11,1,59,100.0,1,9.855,0,0,1.9243,0.2987,15.524,67.356,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.6256,32.644000000000005,0.0,3D,Multiple Departments,Coastal,Semi-Urban,0,0,0
135,330,8.337,7.0347,153,45,11,0,55,100.0,1,10.841,0,0,1.7484,0.36,20.59,75.064,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.3883999999999999,24.936000000000007,0.0,3D,District Administration,Coastal,Semi-Urban,0,0,0
165,360,8.337,7.0347,153,45,11,0,60,100.0,1,11.827,0,0,2.5518,0.6031,23.634,83.436,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.9487,16.563999999999993,0.0,3D,PWD,Coastal,Semi-Urban,0,0,0
195,390,8.337,7.0347,153,45,11,0,54,100.0,1,12.812,0,0,2.6231,0.8766,33.418,94.758,62.895,24.153,0,14.644,0.8437927311982728,0.29411764705882354,0.24444444444444444,1.7465,5.242000000000004,0.0,3D,PWD,Coastal,Semi-Urban,0,0,0
0,0,11.7918,10.0842,191,91,26,0,4,81.211,0,0.0,1,0,3.2705,0.0,0.0,0.0,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,3.2705,100.0,18.789,3a,Forest,Rolling,Urban,0,0,0
30,30,11.7918,10.0842,191,91,26,0,13,82.812,0,0.0,1,0,2.077,0.0,0.0,0.0,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,2.077,100.0,17.188000000000002,3a,Multiple Departments,Rolling,Urban,0,0,0
60,60,11.7918,10.0842,191,91,26,0,19,84.25,0,0.0,1,1,1.1607,0.0,0.0,0.0,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,1.1607,100.0,15.75,3a,Revenue,Rolling,Urban,0,0,0
90,90,11.7918,10.0842,191,91,26,0,28,87.081,0,0.0,1,1,1.4619,0.0,0.0,0.0,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,1.4619,100.0,12.918999999999997,3a,Multiple Departments,Rolling,Urban,0,0,0
120,120,11.7918,10.0842,191,91,26,0,29,87.807,0,0.0,1,2,3.6776,0.0,0.0,0.0,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,3.6776,100.0,12.192999999999998,3a,Revenue,Rolling,Urban,0,0,0
53,150,11.7918,10.0842,191,91,26,0,38,90.03,0,0.0,1,2,3.3441,0.1435,4.292,1.714,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,3.2006,98.286,9.969999999999999,3A,PWD,Rolling,Urban,0,0,0
83,180,11.7918,10.0842,191,91,26,0,44,93.019,0,0.0,1,1,1.7786,0.1091,6.134,6.836,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,1.6695,93.164,6.9809999999999945,3A,Revenue,Rolling,Urban,0,0,0
113,210,11.7918,10.0842,191,91,26,0,40,91.694,0,0.0,1,2,1.3261,0.1094,8.252,8.08,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,1.2167000000000001,91.92,8.305999999999997,3A,Multiple Departments,Rolling,Urban,0,0,0
143,240,11.7918,10.0842,191,91,26,1,48,92.387,0,0.0,1,3,2.4597,0.3088,12.554,10.287,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,2.1509,89.713,7.6129999999999995,3A,PWD,Rolling,Urban,0,0,0
95,270,11.7918,10.0842,191,91,26,1,48,91.195,0,0.0,1,4,0.8158,0.1558,19.102,16.312,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,0.6599999999999999,83.688,8.805000000000007,3D,District Administration,Rolling,Urban,0,0,0
125,300,11.7918,10.0842,191,91,26,0,47,92.674,0,0.0,1,4,1.0118,0.2306,22.786,22.457,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,0.7812,77.543,7.325999999999993,3D,Revenue,Rolling,Urban,0,0,0
155,330,11.7918,10.0842,191,91,26,1,51,94.882,0,0.0,1,4,1.3681,0.4427,32.357,24.279,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,0.9254000000000001,75.721,5.117999999999995,3D,Forest,Rolling,Urban,0,0,0
185,360,11.7918,10.0842,191,91,26,0,46,97.755,0,0.0,1,4,1.2032,0.4488,37.297,28.04,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,0.7544000000000001,71.96000000000001,2.2450000000000045,3D,District Administration,Rolling,Urban,0,0,0
215,390,11.7918,10.0842,191,91,26,0,44,97.58,0,0.0,1,4,1.0857,0.4712,43.403,28.3,86.471,23.094,1,41.942,0.855187503180176,0.47643979057591623,0.2857142857142857,0.6145,71.7,2.4200000000000017,3D,District Administration,Rolling,Urban,0,0,0
0,0,13.2685,9.2658,199,141,33,5,82,56.153,4,19.892,0,4,2.8381,0.0,0.0,14.22,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,2.8381,85.78,43.847,3a,PWD,Riverine,Semi-Urban,0,0,0
30,30,13.2685,9.2658,199,141,33,6,93,57.343,4,20.877,0,5,1.6178,0.0,0.0,14.22,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,1.6178,85.78,42.657,3a,Multiple Departments,Riverine,Semi-Urban,0,0,0
60,60,13.2685,9.2658,199,141,33,6,96,56.249,4,21.863,0,6,3.6587,0.0,0.0,14.22,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,3.6587,85.78,43.751,3a,Forest,Riverine,Semi-Urban,0,0,0
90,90,13.2685,9.2658,199,141,33,7,99,59.342,4,22.849,0,7,0.7436,0.0,0.0,14.22,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,0.7436,85.78,40.658,3a,Forest,Riverine,Semi-Urban,0,0,0
120,120,13.2685,9.2658,199,141,33,7,100,57.361,4,23.834,0,10,3.9457,0.0,0.0,14.22,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,3.9457,85.78,42.639,3a,Forest,Riverine,Semi-Urban,0,0,1
150,150,13.2685,9.2658,199,141,33,7,112,59.253,4,24.82,0,13,4.8992,0.0,0.0,14.22,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,4.8992,85.78,40.747,3a,Revenue,Riverine,Semi-Urban,0,1,1
63,180,13.2685,9.2658,199,141,33,8,125,58.653,4,25.805,0,15,5.2017,0.2989,5.746,18.265,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,4.9028,81.735,41.347,3A,Multiple Departments,Riverine,Semi-Urban,1,1,1
93,210,13.2685,9.2658,199,141,33,10,134,58.497,4,26.791,0,16,0.8679,0.0605,6.972,24.781,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,0.8074,75.219,41.503,3A,PWD,Riverine,Semi-Urban,0,0,0
123,240,13.2685,9.2658,199,141,33,10,140,59.159,4,27.776,0,17,3.9076,0.3443,8.81,29.486,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,3.5633,70.514,40.841,3A,Environment,Riverine,Semi-Urban,0,0,0
153,270,13.2685,9.2658,199,141,33,10,142,58.014,4,28.762,0,18,4.8682,0.6184,12.703,29.54,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,4.2498,70.46000000000001,41.986,3A,Revenue,Riverine,Semi-Urban,0,0,0
183,300,13.2685,9.2658,199,141,33,10,145,57.968,4,29.747,0,18,4.1829,0.7371,17.623,29.707,58.385,6.829,0,24.492,0.6983306327015112,0.7085427135678392,0.23404255319148937,3.4458,70.293,42.032,3A,Environment,Riverine,Semi-Urban,0,0,0
0,0,20.8314,13.8707,347,177,42,2,4,92.51,0,0.0,0,2,1.0973,0.0,0.0,0.0,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,1.0973,100.0,7.489999999999995,3a,PWD,Rolling,Rural,0,0,0
30,30,20.8314,13.8707,347,177,42,2,7,93.711,0,0.0,0,1,3.0652,0.0,0.0,0.0,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,3.0652,100.0,6.2890000000000015,3a,Multiple Departments,Rolling,Rural,0,0,0
60,60,20.8314,13.8707,347,177,42,2,7,94.549,0,0.0,0,0,1.9148,0.0,0.0,0.0,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,1.9148,100.0,5.450999999999993,3a,Revenue,Rolling,Rural,0,0,0
32,90,20.8314,13.8707,347,177,42,2,9,93.354,0,0.0,0,0,2.0276,0.0093,0.457,5.438,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,2.0183,94.562,6.646000000000001,3A,Forest,Rolling,Rural,0,0,0
62,120,20.8314,13.8707,347,177,42,3,7,95.345,0,0.0,0,1,7.1396,0.3092,4.331,10.532,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,6.8304,89.468,4.655000000000001,3A,Multiple Departments,Rolling,Rural,0,0,0
92,150,20.8314,13.8707,347,177,42,2,3,94.615,0,0.0,0,2,6.2965,0.3922,6.229,15.963,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,5.9043,84.037,5.385000000000005,3A,Environment,Rolling,Rural,0,0,0
63,180,20.8314,13.8707,347,177,42,2,12,94.071,0,0.0,0,1,8.1075,1.2714,15.681,19.203,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,6.8361,80.797,5.929000000000002,3D,PWD,Rolling,Rural,0,0,0
93,210,20.8314,13.8707,347,177,42,2,16,93.713,0,0.0,0,2,6.7768,1.5616,23.044,19.594,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,5.215199999999999,80.406,6.287000000000006,3D,Environment,Rolling,Rural,0,0,0
123,240,20.8314,13.8707,347,177,42,1,24,93.991,0,0.0,0,1,7.6446,2.0207,26.433,22.59,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,5.623899999999999,77.41,6.009,3D,District Administration,Rolling,Rural,0,0,0
153,270,20.8314,13.8707,347,177,42,1,33,92.93,0,0.0,0,2,1.2808,0.4338,33.867,28.311,79.604,8.087,0,42.385,0.6658553913803201,0.5100864553314121,0.23728813559322035,0.847,71.689,7.069999999999993,3D,PWD,Rolling,Rural,0,0,0
0,0,46.6115,44.044,587,464,69,4,46,74.466,0,0.0,2,3,12.27,0.0,0.0,20.744,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,12.27,79.256,25.534000000000006,3a,Multiple Departments,Hilly,Rural,0,0,0
30,30,46.6115,44.044,587,464,69,4,49,76.558,0,0.0,2,3,16.8146,0.0,0.0,23.96,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,16.8146,76.03999999999999,23.441999999999993,3a,District Administration,Hilly,Rural,0,0,0
60,60,46.6115,44.044,587,464,69,4,45,82.468,0,0.0,2,2,15.8163,0.0,0.0,28.618,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,15.8163,71.382,17.531999999999996,3a,Environment,Hilly,Rural,0,0,0
90,90,46.6115,44.044,587,464,69,4,48,85.094,0,0.0,2,2,16.6192,0.0,0.0,31.626,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,16.6192,68.374,14.906000000000006,3a,Environment,Hilly,Rural,0,0,0
120,120,46.6115,44.044,587,464,69,2,38,88.36,0,0.0,2,0,8.7572,0.0,0.0,34.511,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,8.7572,65.489,11.64,3a,Multiple Departments,Hilly,Rural,0,0,0
53,150,46.6115,44.044,587,464,69,1,39,90.828,0,0.0,2,0,13.1684,0.345,2.62,39.555,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,12.8234,60.445,9.171999999999997,3A,Multiple Departments,Hilly,Rural,0,0,0
83,180,46.6115,44.044,587,464,69,1,32,92.729,0,0.0,2,0,11.7992,0.4373,3.706,44.193,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,11.3619,55.807,7.271000000000001,3A,PWD,Hilly,Rural,0,0,0
113,210,46.6115,44.044,587,464,69,1,28,94.638,0,0.0,2,1,9.5349,0.8506,8.921,47.459,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,8.6843,52.541,5.361999999999995,3A,PWD,Hilly,Rural,0,0,0
143,240,46.6115,44.044,587,464,69,0,26,97.285,0,0.0,2,1,9.936,1.3973,14.063,57.047,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,8.5387,42.953,2.7150000000000034,3A,Multiple Departments,Hilly,Rural,0,0,0
95,270,46.6115,44.044,587,464,69,0,17,100.0,0,0.0,2,1,4.0146,0.7618,18.975,64.877,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,3.2527999999999997,35.123000000000005,0.0,3D,PWD,Hilly,Rural,0,0,0
125,300,46.6115,44.044,587,464,69,0,21,100.0,0,0.0,2,0,10.4763,3.0301,28.923,71.236,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,7.4462,28.763999999999996,0.0,3D,Revenue,Hilly,Rural,0,0,0
155,330,46.6115,44.044,587,464,69,0,15,100.0,0,0.0,2,0,3.0034,1.1181,37.227,80.502,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,1.8853,19.498000000000005,0.0,3D,Environment,Hilly,Rural,0,0,0
185,360,46.6115,44.044,587,464,69,0,11,100.0,0,0.0,2,0,11.1408,5.1657,46.368,86.803,94.007,10.563,0,57.313,0.944917026913959,0.7904599659284497,0.14870689655172414,5.9751,13.197000000000003,0.0,3D,Multiple Departments,Hilly,Rural,0,0,0
0,0,16.4812,10.1629,329,105,25,4,67,73.497,0,0.0,1,2,5.7848,0.0,0.0,0.0,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,5.7848,100.0,26.503,3a,PWD,Coastal,Semi-Urban,0,0,0
30,30,16.4812,10.1629,329,105,25,5,74,73.761,0,0.0,1,1,6.4559,0.0,0.0,0.0,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,6.4559,100.0,26.239000000000004,3a,Revenue,Coastal,Semi-Urban,0,0,0
60,60,16.4812,10.1629,329,105,25,7,80,75.272,0,0.0,1,0,1.0058,0.0,0.0,0.0,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,1.0058,100.0,24.727999999999994,3a,Forest,Coastal,Semi-Urban,0,0,1
90,90,16.4812,10.1629,329,105,25,7,92,74.389,0,0.0,1,1,3.6489,0.0,0.0,0.0,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,3.6489,100.0,25.611000000000004,3a,District Administration,Coastal,Semi-Urban,0,1,1
120,120,16.4812,10.1629,329,105,25,6,99,76.639,0,0.0,1,1,4.1416,0.0,0.0,0.0,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,4.1416,100.0,23.361000000000004,3a,Environment,Coastal,Semi-Urban,1,1,1
53,150,16.4812,10.1629,329,105,25,6,116,77.056,0,0.0,1,1,4.208,0.2245,5.334,4.597,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,3.9835000000000003,95.403,22.944000000000003,3A,Forest,Coastal,Semi-Urban,0,0,0
83,180,16.4812,10.1629,329,105,25,5,120,80.052,0,0.0,1,0,3.7449,0.2883,7.698,5.415,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,3.4566,94.585,19.947999999999993,3A,PWD,Coastal,Semi-Urban,0,0,0
113,210,16.4812,10.1629,329,105,25,7,121,79.466,0,0.0,1,0,6.4949,0.5555,8.553,10.907,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,5.9394,89.093,20.534000000000006,3A,District Administration,Coastal,Semi-Urban,0,0,0
143,240,16.4812,10.1629,329,105,25,8,135,81.251,0,0.0,1,0,3.5413,0.3134,8.85,16.751,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,3.2279,83.249,18.748999999999995,3A,Forest,Coastal,Semi-Urban,0,0,0
173,270,16.4812,10.1629,329,105,25,10,145,82.217,0,0.0,1,1,2.8623,0.266,9.293,16.961,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,2.5963,83.039,17.783,3A,Revenue,Coastal,Semi-Urban,0,0,0
105,300,16.4812,10.1629,329,105,25,10,156,81.01,0,0.0,1,1,3.0342,0.463,15.259,21.596,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,2.5711999999999997,78.404,18.989999999999995,3D,PWD,Coastal,Semi-Urban,0,0,0
135,330,16.4812,10.1629,329,105,25,10,168,81.405,0,0.0,1,2,0.8241,0.1568,19.026,27.883,69.918,19.317,0,5.723,0.6166359245685994,0.3191489361702128,0.23809523809523808,0.6673,72.117,18.595,3D,Environment,Coastal,Semi-Urban,0,0,0
0,0,43.881,28.2058,449,340,85,1,26,80.836,1,0.0,2,7,17.0161,1.8396,10.811,0.0,84.255,51.608,0,41.276,0.6427793350197124,0.7572383073496659,0.25,15.1765,100.0,19.164,3a,Revenue,Plain,Semi-Urban,0,0,0
30,30,43.881,28.2058,449,340,85,2,27,82.139,1,0.986,2,9,17.4659,2.0558,11.77,0.0,84.255,51.608,0,41.276,0.6427793350197124,0.7572383073496659,0.25,15.410100000000002,100.0,17.861000000000004,3a,Environment,Plain,Semi-Urban,0,0,0
60,60,43.881,28.2058,449,340,85,2,33,82.241,1,1.971,2,11,13.3878,1.6001,11.952,0.0,84.255,51.608,0,41.276,0.6427793350197124,0.7572383073496659,0.25,11.787700000000001,100.0,17.759,3a,PWD,Plain,Semi-Urban,0,0,0
90,90,43.881,28.2058,449,340,85,3,39,83.726,1,2.957,2,12,12.8284,1.459,11.373,0.0,84.255,51.608,0,41.276,0.6427793350197124,0.7572383073496659,0.25,11.3694,100.0,16.274,3a,Environment,Plain,Semi-Urban,0,0,1
42,120,43.881,28.2058,449,340,85,3,45,85.188,1,3.942,2,13,4.8247,0.7904,16.382,4.918,84.255,51.608,0,41.276,0.6427793350197124,0.7572383073496659,0.25,4.0343,95.082,14.811999999999998,3A,Forest,Plain,Semi-Urban,0,1,1
72,150,43.881,28.2058,449,340,85,3,45,86.192,1,4.928,2,13,11.8183,2.4747,20.94,9.255,84.255,51.608,0,41.276,0.6427793350197124,0.7572383073496659,0.25,9.3436,90.745,13.808000000000007,3A,District Administration,Plain,Semi-Urban,1,1,1
102,180,43.881,28.2058,449,340,85,3,52,88.709,1,5.913,2,12,5.5507,1.4663,26.416,11.196,84.255,51.608,0,41.276,0.6427793350197124,0.7572383073496659,0.25,4.0844000000000005,88.804,11.290999999999997,3A,Multiple Departments,Plain,Semi-Urban,0,0,0
