snapshot_id,project_id,snapshot_date,project_start_date,current_stage,stage_entry_date,days_in_current_stage,days_since_project_start,event_count_so_far,land_required_ha,land_to_acquire_ha,total_parcels,affected_families,vulnerable_families,pending_approvals_count,approval_dept,file_pending_days,docs_complete_pct,court_cases_count,case_age_months,title_disputes_parcels,grievances_30d,compensation_awarded_cr,compensation_disbursed_cr,disbursal_pct,rnr_progress_pct,rnr_consent_pct,grievance_redressal_days,terrain_type,urban_rural,forest_involved,proximity_km_to_urban,delay_next_30d,delay_next_60d,delay_next_90d,is_censored
SYN-00106_S07,SYN-00106,2025-10-13,2025-04-16,3A,2025-07-03,102,180,7,20.8036,17.0943,297,65,6,1,Forest,20,100.0,0,0.0,0,1,7.9968,0.6666,8.335,14.03,69.161,18.023,Coastal,Rural,0,78.104,0,0,0,0
SYN-00106_S08,SYN-00106,2025-11-12,2025-04-16,3D,2025-08-30,74,210,8,20.8036,17.0943,297,65,6,0,Revenue,28,100.0,0,0.0,0,1,4.2106,0.5588,13.271,15.811,69.161,18.023,Coastal,Rural,0,78.104,0,0,0,0
SYN-00106_S09,SYN-00106,2025-12-12,2025-04-16,3D,2025-08-30,104,240,9,20.8036,17.0943,297,65,6,0,Forest,26,100.0,0,0.0,0,2,4.5757,0.8064,17.623,17.412,69.161,18.023,Coastal,Rural,0,78.104,0,0,0,0
SYN-00106_S10,SYN-00106,2026-01-11,2025-04-16,3D,2025-08-30,134,270,10,20.8036,17.0943,297,65,6,0,Environment,31,99.99,0,0.0,0,1,8.2885,2.1748,26.239,21.692,69.161,18.023,Coastal,Rural,0,78.104,0,0,0,0
SYN-00106_S11,SYN-00106,2026-02-10,2025-04-16,3D,2025-08-30,164,300,11,20.8036,17.0943,297,65,6,0,PWD,26,100.0,0,0.0,0,0,7.4726,2.3672,31.679,25.96,69.161,18.023,Coastal,Rural,0,78.104,0,0,0,0
SYN-00107_S01,SYN-00107,2024-05-02,2024-05-02,3a,2024-05-02,0,0,1,22.3975,19.8452,125,64,10,4,PWD,39,65.662,1,0.0,1,1,4.0318,0.0,0.0,0.0,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S02,SYN-00107,2024-06-01,2024-05-02,3a,2024-05-02,30,30,2,22.3975,19.8452,125,64,10,4,Multiple Departments,40,66.325,1,0.986,1,0,6.7321,0.0,0.0,0.0,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S03,SYN-00107,2024-07-01,2024-05-02,3a,2024-05-02,60,60,3,22.3975,19.8452,125,64,10,3,Forest,44,65.429,1,1.971,1,0,1.4796,0.0,0.0,0.0,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S04,SYN-00107,2024-07-31,2024-05-02,3a,2024-05-02,90,90,4,22.3975,19.8452,125,64,10,3,Environment,40,62.359,1,2.957,1,1,2.5589,0.0,0.0,0.0,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S05,SYN-00107,2024-08-30,2024-05-02,3a,2024-05-02,120,120,5,22.3975,19.8452,125,64,10,3,District Administration,37,60.058,1,3.942,1,2,7.4429,0.0,0.0,0.0,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S06,SYN-00107,2024-09-29,2024-05-02,3a,2024-05-02,150,150,6,22.3975,19.8452,125,64,10,3,District Administration,46,58.338,1,4.928,1,1,1.529,0.0,0.0,0.0,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S07,SYN-00107,2024-10-29,2024-05-02,3A,2024-08-27,63,180,7,22.3975,19.8452,125,64,10,3,Revenue,41,56.266,1,5.913,1,0,2.2608,0.0101,0.448,1.937,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S08,SYN-00107,2024-11-28,2024-05-02,3A,2024-08-27,93,210,8,22.3975,19.8452,125,64,10,3,District Administration,37,54.161,1,6.899,1,1,8.6977,0.5134,5.902,8.775,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S09,SYN-00107,2024-12-28,2024-05-02,3A,2024-08-27,123,240,9,22.3975,19.8452,125,64,10,3,Forest,42,52.77,1,7.884,1,1,8.8572,0.8518,9.617,9.974,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S10,SYN-00107,2025-01-27,2024-05-02,3A,2024-08-27,153,270,10,22.3975,19.8452,125,64,10,3,PWD,47,53.464,1,8.87,1,1,1.6867,0.1792,10.622,16.821,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S11,SYN-00107,2025-02-26,2024-05-02,3A,2024-08-27,183,300,11,22.3975,19.8452,125,64,10,3,Environment,54,50.96,1,9.855,1,2,3.8154,0.4237,11.105,23.261,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S12,SYN-00107,2025-03-28,2024-05-02,3D,2024-12-02,116,330,12,22.3975,19.8452,125,64,10,3,District Administration,55,50.696,1,10.841,1,2,1.2466,0.2048,16.429,27.011,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00107_S13,SYN-00107,2025-04-27,2024-05-02,3D,2024-12-02,146,360,13,22.3975,19.8452,125,64,10,4,District Administration,60,49.709,1,11.827,1,3,8.9218,2.2679,25.42,29.861,90.467,8.2,Coastal,Urban,0,33.095,0,0,0,0
SYN-00108_S01,SYN-00108,2020-09-23,2020-09-23,3a,2020-09-23,0,0,1,50.6954,42.4014,768,185,55,2,Multiple Departments,15,85.123,4,9.672,5,3,11.554,0.0,0.0,0.0,71.969,11.716,Coastal,Urban,0,47.252,0,0,0,0
SYN-00108_S02,SYN-00108,2020-10-23,2020-09-23,3a,2020-09-23,30,30,2,50.6954,42.4014,768,185,55,1,Multiple Departments,11,87.221,4,10.658,6,4,2.9302,0.0,0.0,0.0,71.969,11.716,Coastal,Urban,0,47.252,0,0,0,0
SYN-00108_S03,SYN-00108,2020-11-22,2020-09-23,3a,2020-09-23,60,60,3,50.6954,42.4014,768,185,55,2,Forest,12,85.989,4,11.643,6,5,3.9203,0.0,0.0,0.0,71.969,11.716,Coastal,Urban,0,47.252,0,0,0,0
SYN-00108_S04,SYN-00108,2020-12-22,2020-09-23,3a,2020-09-23,90,90,4,50.6954,42.4014,768,185,55,2,District Administration,12,86.258,4,12.629,7,5,17.6047,0.0,0.0,0.0,71.969,11.716,Coastal,Urban,0,47.252,0,0,0,0
SYN-00108_S05,SYN-00108,2021-01-21,2020-09-23,3A,2020-12-10,42,120,5,50.6954,42.4014,768,185,55,2,Forest,13,89.157,4,13.615,7,5,9.8091,0.4489,4.577,1.285,71.969,11.716,Coastal,Urban,0,47.252,0,0,0,0
SYN-00108_S06,SYN-00108,2021-02-20,2020-09-23,3A,2020-12-10,72,150,6,50.6954,42.4014,768,185,55,2,Multiple Departments,12,89.453,4,14.6,7,5,17.7803,0.8329,4.684,6.7,71.969,11.716,Coastal,Urban,0,47.252,0,0,0,0
SYN-00108_S07,SYN-00108,2021-03-22,2020-09-23,3A,2020-12-10,102,180,7,50.6954,42.4014,768,185,55,2,Multiple Departments,20,88.478,4,15.586,8,5,17.0397,1.185,6.954,9.727,71.969,11.716,Coastal,Urban,0,47.252,0,0,0,0
SYN-00108_S08,SYN-00108,2021-04-21,2020-09-23,3A,2020-12-10,132,210,8,50.6954,42.4014,768,185,55,3,Environment,23,87.898,4,16.571,9,5,11.0709,1.0404,9.398,11.301,71.969,11.716,Coastal,Urban,0,47.252,0,0,0,0
SYN-00108_S09,SYN-00108,2021-05-21,2020-09-23,3D,2021-02-26,84,240,9,50.6954,42.4014,768,185,55,3,Multiple Departments,31,86.521,4,17.557,9,5,6.8409,1.0284,15.033,16.436,71.969,11.716,Coastal,Urban,0,47.252,0,0,0,0
SYN-00109_S01,SYN-00109,2025-09-06,2025-09-06,3a,2025-09-06,0,0,1,39.3362,27.4942,519,135,21,4,Revenue,42,53.846,1,0.0,0,0,7.5488,0.0,0.0,0.0,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S02,SYN-00109,2025-10-06,2025-09-06,3a,2025-09-06,30,30,2,39.3362,27.4942,519,135,21,5,Revenue,39,55.086,1,0.986,0,1,9.8291,0.0,0.0,0.0,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S03,SYN-00109,2025-11-05,2025-09-06,3a,2025-09-06,60,60,3,39.3362,27.4942,519,135,21,5,Multiple Departments,48,54.637,1,1.971,0,2,8.333,0.0,0.0,0.0,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S04,SYN-00109,2025-12-05,2025-09-06,3a,2025-09-06,90,90,4,39.3362,27.4942,519,135,21,5,Environment,48,52.313,1,2.957,0,1,6.847,0.0,0.0,0.0,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S05,SYN-00109,2026-01-04,2025-09-06,3a,2025-09-06,120,120,5,39.3362,27.4942,519,135,21,6,Environment,50,53.185,1,3.942,0,0,6.9905,0.0,0.0,0.0,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S06,SYN-00109,2026-02-03,2025-09-06,3a,2025-09-06,150,150,6,39.3362,27.4942,519,135,21,6,PWD,52,54.131,1,4.928,0,0,2.7729,0.0,0.0,0.0,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S07,SYN-00109,2026-03-05,2025-09-06,3A,2026-01-01,63,180,7,39.3362,27.4942,519,135,21,6,PWD,59,54.433,1,5.913,0,0,14.6287,0.0927,0.634,1.758,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S08,SYN-00109,2026-04-04,2025-09-06,3A,2026-01-01,93,210,8,39.3362,27.4942,519,135,21,6,Multiple Departments,59,51.625,1,6.899,0,0,11.8673,0.3018,2.543,5.996,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S09,SYN-00109,2026-05-04,2025-09-06,3A,2026-01-01,123,240,9,39.3362,27.4942,519,135,21,5,PWD,61,53.76,1,7.884,0,1,6.6587,0.3067,4.606,8.026,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S10,SYN-00109,2026-06-03,2025-09-06,3A,2026-01-01,153,270,10,39.3362,27.4942,519,135,21,5,Multiple Departments,64,52.237,1,8.87,0,1,12.525,0.9782,7.81,14.675,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S11,SYN-00109,2026-07-03,2025-09-06,3A,2026-01-01,183,300,11,39.3362,27.4942,519,135,21,5,Environment,64,52.449,1,9.855,0,0,2.4603,0.2849,11.581,18.248,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S12,SYN-00109,2026-08-02,2025-09-06,3A,2026-01-01,213,330,12,39.3362,27.4942,519,135,21,5,PWD,72,55.042,1,10.841,0,0,15.0748,2.4226,16.07,20.197,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S13,SYN-00109,2026-09-01,2025-09-06,3D,2026-04-28,126,360,13,39.3362,27.4942,519,135,21,4,Environment,75,56.264,1,11.827,0,1,12.9872,2.7985,21.548,20.662,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00109_S14,SYN-00109,2026-10-01,2025-09-06,3D,2026-04-28,156,390,14,39.3362,27.4942,519,135,21,4,Environment,81,58.281,1,12.812,0,2,10.8526,3.3151,30.547,24.963,90.417,6.656,Rolling,Rural,0,44.863,0,0,0,0
SYN-00110_S01,SYN-00110,2021-07-05,2021-07-05,3a,2021-07-05,0,0,1,15.8294,12.6012,265,185,14,1,PWD,3,88.425,1,0.0,1,0,2.0343,0.0,0.0,0.0,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S02,SYN-00110,2021-08-04,2021-07-05,3a,2021-07-05,30,30,2,15.8294,12.6012,265,185,14,1,District Administration,8,87.529,1,0.986,1,0,0.953,0.0,0.0,0.0,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S03,SYN-00110,2021-09-03,2021-07-05,3a,2021-07-05,60,60,3,15.8294,12.6012,265,185,14,1,Revenue,15,90.294,1,1.971,1,1,3.9412,0.0,0.0,0.0,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S04,SYN-00110,2021-10-03,2021-07-05,3a,2021-07-05,90,90,4,15.8294,12.6012,265,185,14,0,Revenue,23,90.947,1,2.957,1,0,4.5316,0.0,0.0,0.0,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S05,SYN-00110,2021-11-02,2021-07-05,3A,2021-09-21,42,120,5,15.8294,12.6012,265,185,14,0,Forest,25,93.815,1,3.942,1,0,4.9776,0.2027,4.073,0.089,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S06,SYN-00110,2021-12-02,2021-07-05,3A,2021-09-21,72,150,6,15.8294,12.6012,265,185,14,0,Forest,30,96.301,1,4.928,1,0,4.2406,0.4002,9.437,3.001,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S07,SYN-00110,2022-01-01,2021-07-05,3A,2021-09-21,102,180,7,15.8294,12.6012,265,185,14,0,PWD,33,95.1,1,5.913,1,0,4.3263,0.5088,11.76,6.418,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S08,SYN-00110,2022-01-31,2021-07-05,3A,2021-09-21,132,210,8,15.8294,12.6012,265,185,14,0,District Administration,29,96.656,1,6.899,1,0,5.3948,0.7194,13.336,11.08,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S09,SYN-00110,2022-03-02,2021-07-05,3D,2021-12-08,84,240,9,15.8294,12.6012,265,185,14,0,Revenue,27,97.302,1,7.884,1,0,5.901,1.0394,17.613,11.235,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S10,SYN-00110,2022-04-01,2021-07-05,3D,2021-12-08,114,270,10,15.8294,12.6012,265,185,14,0,PWD,27,97.303,1,8.87,1,1,5.6388,1.4801,26.248,13.666,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S11,SYN-00110,2022-05-01,2021-07-05,3D,2021-12-08,144,300,11,15.8294,12.6012,265,185,14,0,PWD,36,98.15,1,9.855,1,0,2.3082,0.7717,33.433,15.572,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S12,SYN-00110,2022-05-31,2021-07-05,3D,2021-12-08,174,330,12,15.8294,12.6012,265,185,14,0,District Administration,34,99.091,1,10.841,1,0,3.4916,1.4742,42.221,18.24,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00110_S13,SYN-00110,2022-06-30,2021-07-05,3D,2021-12-08,204,360,13,15.8294,12.6012,265,185,14,1,Multiple Departments,42,98.245,1,11.827,1,1,2.144,0.9727,45.367,24.765,76.206,20.902,Riverine,Semi-Urban,0,64.256,0,0,0,0
SYN-00111_S01,SYN-00111,2023-07-12,2023-07-12,3a,2023-07-12,0,0,1,20.9841,19.6005,386,112,13,0,Revenue,8,80.697,0,0.0,2,0,7.1983,0.0,0.0,0.0,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S02,SYN-00111,2023-08-11,2023-07-12,3a,2023-07-12,30,30,2,20.9841,19.6005,386,112,13,1,Environment,6,80.212,0,0.0,2,0,7.565,0.0,0.0,0.0,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S03,SYN-00111,2023-09-10,2023-07-12,3a,2023-07-12,60,60,3,20.9841,19.6005,386,112,13,1,PWD,12,81.578,0,0.0,2,0,3.9153,0.0,0.0,0.0,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S04,SYN-00111,2023-10-10,2023-07-12,3a,2023-07-12,90,90,4,20.9841,19.6005,386,112,13,1,PWD,7,80.727,0,0.0,2,0,3.4982,0.0,0.0,0.0,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S05,SYN-00111,2023-11-09,2023-07-12,3a,2023-07-12,120,120,5,20.9841,19.6005,386,112,13,0,Multiple Departments,16,83.669,0,0.0,2,0,6.8514,0.0,0.0,0.0,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S06,SYN-00111,2023-12-09,2023-07-12,3A,2023-10-17,53,150,6,20.9841,19.6005,386,112,13,1,PWD,24,82.649,0,0.0,2,0,3.0614,0.1391,4.544,0.622,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S07,SYN-00111,2024-01-08,2023-07-12,3A,2023-10-17,83,180,7,20.9841,19.6005,386,112,13,1,Forest,33,81.822,0,0.0,2,0,7.0302,0.4735,6.735,3.551,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S08,SYN-00111,2024-02-07,2023-07-12,3A,2023-10-17,113,210,8,20.9841,19.6005,386,112,13,2,Revenue,34,84.363,0,0.0,2,1,7.7819,0.607,7.8,10.348,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S09,SYN-00111,2024-03-08,2023-07-12,3A,2023-10-17,143,240,9,20.9841,19.6005,386,112,13,1,Multiple Departments,38,85.375,0,0.0,2,1,1.7258,0.1776,10.288,13.961,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S10,SYN-00111,2024-04-07,2023-07-12,3A,2023-10-17,173,270,10,20.9841,19.6005,386,112,13,2,PWD,44,87.853,0,0.0,2,0,6.3046,0.8299,13.164,15.886,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S11,SYN-00111,2024-05-07,2023-07-12,3D,2024-01-23,105,300,11,20.9841,19.6005,386,112,13,2,Revenue,44,89.328,0,0.0,2,1,6.9947,1.2664,18.105,19.512,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S12,SYN-00111,2024-06-06,2023-07-12,3D,2024-01-23,135,330,12,20.9841,19.6005,386,112,13,2,Revenue,40,91.446,0,0.0,2,1,3.8645,1.0337,26.749,25.769,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S13,SYN-00111,2024-07-06,2023-07-12,3D,2024-01-23,165,360,13,20.9841,19.6005,386,112,13,2,Forest,47,94.156,0,0.0,2,2,2.2757,0.7653,33.63,29.05,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S14,SYN-00111,2024-08-05,2023-07-12,3D,2024-01-23,195,390,14,20.9841,19.6005,386,112,13,2,PWD,55,95.945,0,0.0,2,1,5.7888,2.1352,36.886,30.86,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00111_S15,SYN-00111,2024-09-04,2023-07-12,3D,2024-01-23,225,420,15,20.9841,19.6005,386,112,13,1,Revenue,56,96.887,0,0.0,2,2,5.9855,2.5085,41.91,36.747,75.567,22.871,Coastal,Semi-Urban,0,47.105,0,0,0,0
SYN-00112_S01,SYN-00112,2022-01-12,2022-01-12,3a,2022-01-12,0,0,1,47.7912,44.9165,289,198,16,5,Forest,90,61.066,3,13.401,2,9,13.5515,0.0,0.0,12.226,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S02,SYN-00112,2022-02-11,2022-01-12,3a,2022-01-12,30,30,2,47.7912,44.9165,289,198,16,6,District Administration,99,58.495,3,14.386,2,9,16.5502,0.0,0.0,12.226,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S03,SYN-00112,2022-03-13,2022-01-12,3a,2022-01-12,60,60,3,47.7912,44.9165,289,198,16,6,Environment,108,57.164,3,15.372,2,10,12.3817,0.0,0.0,12.226,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S04,SYN-00112,2022-04-12,2022-01-12,3a,2022-01-12,90,90,4,47.7912,44.9165,289,198,16,7,Environment,112,54.913,3,16.357,2,12,17.0666,0.0,0.0,12.226,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S05,SYN-00112,2022-05-12,2022-01-12,3a,2022-01-12,120,120,5,47.7912,44.9165,289,198,16,9,Environment,128,52.069,3,17.343,2,12,9.3372,0.0,0.0,12.226,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S06,SYN-00112,2022-06-11,2022-01-12,3a,2022-01-12,150,150,6,47.7912,44.9165,289,198,16,10,PWD,139,53.888,3,18.328,2,14,5.7617,0.0,0.0,12.226,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S07,SYN-00112,2022-07-11,2022-01-12,3a,2022-01-12,180,180,7,47.7912,44.9165,289,198,16,10,District Administration,149,53.356,3,19.314,2,16,11.7842,0.0,0.0,12.226,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S08,SYN-00112,2022-08-10,2022-01-12,3A,2022-05-28,74,210,8,47.7912,44.9165,289,198,16,10,Multiple Departments,155,50.637,3,20.299,2,17,10.8001,0.3887,3.599,15.319,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,1,0
SYN-00112_S09,SYN-00112,2022-09-09,2022-01-12,3A,2022-05-28,104,240,9,47.7912,44.9165,289,198,16,10,Forest,156,46.783,3,21.285,2,19,10.11,0.8583,8.49,21.311,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,1,1,0
SYN-00112_S10,SYN-00112,2022-10-09,2022-01-12,3A,2022-05-28,134,270,10,47.7912,44.9165,289,198,16,10,Forest,163,42.671,3,22.27,2,19,14.2458,1.4789,10.381,25.548,44.208,6.736,Rolling,Semi-Urban,0,52.496,1,1,1,0
SYN-00112_S11,SYN-00112,2022-11-08,2022-01-12,3A,2022-05-28,164,300,11,47.7912,44.9165,289,198,16,10,Forest,171,42.827,3,23.256,2,20,17.0741,2.7342,16.014,29.325,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S12,SYN-00112,2022-12-08,2022-01-12,3A,2022-05-28,194,330,12,47.7912,44.9165,289,198,16,10,PWD,185,42.795,3,24.242,2,19,2.8955,0.6219,21.477,35.559,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S13,SYN-00112,2023-01-07,2022-01-12,3A,2022-05-28,224,360,13,47.7912,44.9165,289,198,16,10,Environment,197,45.151,3,25.227,2,19,14.8872,3.2526,21.848,36.362,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00112_S14,SYN-00112,2023-02-06,2022-01-12,3A,2022-05-28,254,390,14,47.7912,44.9165,289,198,16,9,Revenue,200,44.525,3,26.213,2,20,7.8921,2.0282,25.699,42.006,44.208,6.736,Rolling,Semi-Urban,0,52.496,0,0,0,0
SYN-00113_S01,SYN-00113,2025-03-27,2025-03-27,3a,2025-03-27,0,0,1,24.4214,21.071,283,192,11,1,Forest,11,92.145,1,0.0,0,1,6.9093,0.0,0.0,0.0,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S02,SYN-00113,2025-04-26,2025-03-27,3a,2025-03-27,30,30,2,24.4214,21.071,283,192,11,1,Revenue,6,91.207,1,0.986,0,2,1.5729,0.0,0.0,0.0,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S03,SYN-00113,2025-05-26,2025-03-27,3a,2025-03-27,60,60,3,24.4214,21.071,283,192,11,2,Revenue,11,94.009,1,1.971,0,3,5.3475,0.0,0.0,0.0,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S04,SYN-00113,2025-06-25,2025-03-27,3a,2025-03-27,90,90,4,24.4214,21.071,283,192,11,2,District Administration,13,95.987,1,2.957,0,3,5.6127,0.0,0.0,0.0,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S05,SYN-00113,2025-07-25,2025-03-27,3a,2025-03-27,120,120,5,24.4214,21.071,283,192,11,2,Environment,9,96.769,1,3.942,0,4,9.1382,0.0,0.0,0.0,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S06,SYN-00113,2025-08-24,2025-03-27,3A,2025-07-02,53,150,6,24.4214,21.071,283,192,11,1,Revenue,9,96.098,1,4.928,0,3,2.2899,0.0392,1.713,0.458,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S07,SYN-00113,2025-09-23,2025-03-27,3A,2025-07-02,83,180,7,24.4214,21.071,283,192,11,1,Revenue,9,99.092,1,5.913,0,2,9.2578,0.3235,3.494,6.821,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S08,SYN-00113,2025-10-23,2025-03-27,3A,2025-07-02,113,210,8,24.4214,21.071,283,192,11,1,Multiple Departments,8,98.77,1,6.899,0,3,7.8386,0.3347,4.269,7.746,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S09,SYN-00113,2025-11-22,2025-03-27,3A,2025-07-02,143,240,9,24.4214,21.071,283,192,11,1,District Administration,10,98.991,1,7.884,0,2,2.4044,0.1843,7.667,8.979,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S10,SYN-00113,2025-12-22,2025-03-27,3D,2025-09-18,95,270,10,24.4214,21.071,283,192,11,2,District Administration,13,99.285,1,8.87,0,1,8.0339,1.3261,16.507,10.007,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S11,SYN-00113,2026-01-21,2025-03-27,3D,2025-09-18,125,300,11,24.4214,21.071,283,192,11,3,PWD,20,99.584,1,9.855,0,2,6.7265,1.7261,25.661,15.113,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S12,SYN-00113,2026-02-20,2025-03-27,3D,2025-09-18,155,330,12,24.4214,21.071,283,192,11,3,District Administration,19,100.0,1,10.841,0,3,4.2272,1.319,31.203,18.017,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S13,SYN-00113,2026-03-22,2025-03-27,3D,2025-09-18,185,360,13,24.4214,21.071,283,192,11,3,Multiple Departments,17,100.0,1,11.827,0,3,6.2395,2.3764,38.087,18.118,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00113_S14,SYN-00113,2026-04-21,2025-03-27,3D,2025-09-18,215,390,14,24.4214,21.071,283,192,11,3,Revenue,19,100.0,1,12.812,0,2,8.5092,3.8939,45.761,19.683,63.696,21.867,Riverine,Semi-Urban,0,19.613,0,0,0,0
SYN-00114_S01,SYN-00114,2025-11-21,2025-11-21,3a,2025-11-21,0,0,1,15.4214,9.6492,158,58,11,0,Revenue,6,89.324,1,0.0,2,5,5.624,0.6775,12.046,0.0,85.393,45.899,Rolling,Semi-Urban,0,17.822,0,0,0,0
SYN-00114_S02,SYN-00114,2025-12-21,2025-11-21,3a,2025-11-21,30,30,2,15.4214,9.6492,158,58,11,1,Forest,9,91.388,1,0.986,2,6,2.6741,0.3014,11.269,0.0,85.393,45.899,Rolling,Semi-Urban,0,17.822,0,0,0,0
SYN-00114_S03,SYN-00114,2026-01-20,2025-11-21,3a,2025-11-21,60,60,3,15.4214,9.6492,158,58,11,1,PWD,7,91.2,1,1.971,2,8,5.6212,0.7151,12.721,0.0,85.393,45.899,Rolling,Semi-Urban,0,17.822,0,0,0,0
